Id,Brand,Product_Name,Price,Category,Subcategory,Material,Percentage_Material,Material_CO2,Material_Water,Material_Energy,Material_Chemical,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Certificate1,Cert1_Bonus,Certificate2,Cert2_Bonus,Price_num
587,Patagonia,Tshirt Slim Fit,€ 48.97,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,48.97
588,Penneys,Sweater Slim Fit,€ 11.12,Man,Sweater,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,11.12
589,H&M,Jacket Asymmetric,€ 44.33,Man,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Oeko-Tex 100,0.1,,0.0,44.33
590,H&M,Jacket Cropped,€ 64.29,Woman,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,64.29
591,Patagonia,Jacket Ribbed,€ 262.80,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,262.8
592,Patagonia,Jacket Regular Fit,€ 301.09,Woman,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,,0.0,301.09
593,Patagonia,Tshirt Regular Fit,€ 61.82,Man,Tshirt,Lyocell,100.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,61.82
594,Patagonia,Tshirt Regular Fit,€ 39.89,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,39.89
595,Zara,Tshirt Cropped,€ 12.93,Woman,Tshirt,Lyocell,100.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,12.93
596,Zara,Jumper Textured,€ 55.10,Man,Jumper,Recycled Acrylic,18.2,3.5,15.0,55.0,20.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,55.1
596,Zara,Jumper Textured,€ 55.10,Man,Jumper,Merino Wool,77.9,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,55.1
596,Zara,Jumper Textured,€ 55.10,Man,Jumper,Wool,3.9,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,55.1
597,Patagonia,Jumper Cropped,€ 144.13,Man,Jumper,Organic Cotton,98.3,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,144.13
597,Patagonia,Jumper Cropped,€ 144.13,Man,Jumper,Recycled Acrylic,1.7,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,144.13
598,Penneys,Tshirt Ribbed,€ 6.89,Man,Tshirt,Lyocell,77.4,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,6.89
598,Penneys,Tshirt Ribbed,€ 6.89,Man,Tshirt,Polyester,7.1,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,6.89
598,Penneys,Tshirt Ribbed,€ 6.89,Man,Tshirt,Recycled Polyester,15.5,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,6.89
599,Zara,Jumper Slim Fit,€ 25.56,Man,Jumper,Acrylic,10.7,6.0,30.0,110.0,40.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,25.56
599,Zara,Jumper Slim Fit,€ 25.56,Man,Jumper,Cashmere,89.3,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,25.56
600,H&M,Tshirt Ribbed,€ 15.82,Man,Tshirt,Organic Cotton,61.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,BCI Cotton,0.05,,0.0,15.82
600,H&M,Tshirt Ribbed,€ 15.82,Man,Tshirt,Elastane,39.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,BCI Cotton,0.05,,0.0,15.82
601,Patagonia,Jacket Regular Fit,€ 161.35,Man,Jacket,Nylon,80.2,8.5,40.0,140.0,35.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,161.35
601,Patagonia,Jacket Regular Fit,€ 161.35,Man,Jacket,Recycled Polyester,11.5,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,161.35
601,Patagonia,Jacket Regular Fit,€ 161.35,Man,Jacket,Wool,8.2,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,161.35
602,H&M,Jacket Cropped,€ 65.20,Man,Jacket,Polyester,36.3,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,65.2
602,H&M,Jacket Cropped,€ 65.20,Man,Jacket,Cotton,4.5,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,65.2
602,H&M,Jacket Cropped,€ 65.20,Man,Jacket,Acrylic,59.1,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,65.2
603,Penneys,Tshirt Regular Fit,€ 7.33,Woman,Tshirt,Elastane,0.3,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,7.33
603,Penneys,Tshirt Regular Fit,€ 7.33,Woman,Tshirt,Recycled Polyester,98.4,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,7.33
603,Penneys,Tshirt Regular Fit,€ 7.33,Woman,Tshirt,Cotton,1.2,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,7.33
604,H&M,Jumper Slim Fit,€ 30.77,Woman,Jumper,Elastane,28.0,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Oeko-Tex 100,0.1,,0.0,30.77
604,H&M,Jumper Slim Fit,€ 30.77,Woman,Jumper,Wool,9.5,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Oeko-Tex 100,0.1,,0.0,30.77
604,H&M,Jumper Slim Fit,€ 30.77,Woman,Jumper,Recycled Acrylic,62.5,3.5,15.0,55.0,20.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Oeko-Tex 100,0.1,,0.0,30.77
605,Patagonia,Jacket Regular Fit,€ 328.39,Man,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,328.39
606,Zara,Tshirt Textured,€ 28.46,Man,Tshirt,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,28.46
607,Penneys,Tshirt Oversized,€ 7.36,Woman,Tshirt,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,7.36
608,Penneys,Jumper Regular Fit,€ 12.78,Man,Jumper,Elastane,8.7,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,12.78
608,Penneys,Jumper Regular Fit,€ 12.78,Man,Jumper,Cashmere,91.3,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,12.78
609,Patagonia,Sweater Cropped,€ 126.31,Woman,Sweater,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,,0.0,126.31
610,Penneys,Tshirt Ribbed,€ 8.36,Woman,Tshirt,Lyocell,66.8,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,8.36
610,Penneys,Tshirt Ribbed,€ 8.36,Woman,Tshirt,Organic Cotton,14.2,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,8.36
610,Penneys,Tshirt Ribbed,€ 8.36,Woman,Tshirt,Viscose,19.0,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,8.36
611,Patagonia,Jumper Ribbed,€ 186.66,Man,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,186.66
612,Patagonia,Jacket Slim Fit,€ 189.31,Woman,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,189.31
613,Zara,Jacket Asymmetric,€ 63.10,Man,Jacket,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Oeko-Tex 100,0.1,,0.0,63.1
614,H&M,Sweater Cropped,€ 25.79,Man,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,25.79
615,Patagonia,Jacket Cropped,€ 275.32,Woman,Jacket,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,275.32
616,Zara,Sweater Regular Fit,€ 20.42,Woman,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,RWS,0.15,,0.0,20.42
617,Penneys,Jumper Textured,€ 12.82,Woman,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,12.82
618,H&M,Jumper Regular Fit,€ 30.95,Woman,Jumper,Recycled Polyester,66.3,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,RWS,0.15,,0.0,30.95
618,H&M,Jumper Regular Fit,€ 30.95,Woman,Jumper,Cashmere,33.7,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,RWS,0.15,,0.0,30.95
619,Zara,Sweater Oversized,€ 38.68,Woman,Sweater,Recycled Polyester,23.6,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,38.68
619,Zara,Sweater Oversized,€ 38.68,Woman,Sweater,Recycled Acrylic,21.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,38.68
619,Zara,Sweater Oversized,€ 38.68,Woman,Sweater,Acrylic,55.4,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,38.68
620,H&M,Sweater Cropped,€ 16.56,Man,Sweater,Acrylic,1.4,6.0,30.0,110.0,40.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,16.56
620,H&M,Sweater Cropped,€ 16.56,Man,Sweater,Cashmere,9.8,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,16.56
620,H&M,Sweater Cropped,€ 16.56,Man,Sweater,Cotton,88.9,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,16.56
621,Zara,Jacket Ribbed,€ 91.64,Woman,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,91.64
622,H&M,Jacket Textured,€ 39.24,Woman,Jacket,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,39.24
623,Patagonia,Tshirt Slim Fit,€ 41.70,Woman,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,41.7
624,Penneys,Jacket Regular Fit,€ 15.11,Man,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,15.11
625,H&M,Jumper Asymmetric,€ 24.61,Man,Jumper,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,24.61
626,Penneys,Jacket Asymmetric,€ 33.97,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,33.97
627,H&M,Jacket Cropped,€ 67.16,Woman,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,GRS,0.2,,0.0,67.16
628,Patagonia,Tshirt Textured,€ 66.00,Man,Tshirt,Organic Cotton,58.4,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,66.0
628,Patagonia,Tshirt Textured,€ 66.00,Man,Tshirt,Organic Cotton,16.1,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,66.0
628,Patagonia,Tshirt Textured,€ 66.00,Man,Tshirt,Organic Cotton,25.6,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,66.0
629,Zara,Jacket Slim Fit,€ 45.04,Man,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,45.04
630,H&M,Sweater Asymmetric,€ 23.44,Woman,Sweater,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,23.44
631,Zara,Jumper Asymmetric,€ 21.48,Woman,Jumper,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,21.48
632,Zara,Jumper Asymmetric,€ 26.89,Woman,Jumper,Cotton,60.9,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,26.89
632,Zara,Jumper Asymmetric,€ 26.89,Woman,Jumper,Cashmere,39.1,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,26.89
633,H&M,Tshirt Slim Fit,€ 13.92,Woman,Tshirt,Viscose,32.2,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,13.92
633,H&M,Tshirt Slim Fit,€ 13.92,Woman,Tshirt,Lyocell,22.5,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,13.92
633,H&M,Tshirt Slim Fit,€ 13.92,Woman,Tshirt,Elastane,45.3,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,13.92
634,H&M,Jumper Oversized,€ 35.91,Woman,Jumper,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,35.91
635,Penneys,Jumper Cropped,€ 15.06,Man,Jumper,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,15.06
636,H&M,Jumper Asymmetric,€ 34.78,Man,Jumper,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,34.78
637,H&M,Jumper Asymmetric,€ 32.67,Man,Jumper,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Oeko-Tex 100,0.1,,0.0,32.67
638,Zara,Sweater Regular Fit,€ 38.02,Woman,Sweater,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,RWS,0.15,,0.0,38.02
639,H&M,Sweater Oversized,€ 25.47,Woman,Sweater,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,BCI Cotton,0.05,,0.0,25.47
640,Zara,Jacket Cropped,€ 90.12,Woman,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,90.12
641,Patagonia,Jumper Ribbed,€ 200.52,Woman,Jumper,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,200.52
642,Penneys,Sweater Regular Fit,€ 21.69,Man,Sweater,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,21.69
643,Zara,Jumper Cropped,€ 21.16,Woman,Jumper,Elastane,1.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,21.16
643,Zara,Jumper Cropped,€ 21.16,Woman,Jumper,Recycled Acrylic,45.6,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,21.16
643,Zara,Jumper Cropped,€ 21.16,Woman,Jumper,Recycled Polyester,53.3,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,21.16
644,Penneys,Jumper Cropped,€ 9.87,Woman,Jumper,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,9.87
645,Zara,Jacket Ribbed,€ 45.88,Man,Jacket,Recycled Polyester,60.9,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,45.88
645,Zara,Jacket Ribbed,€ 45.88,Man,Jacket,Acrylic,39.1,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,45.88
646,Patagonia,Sweater Ribbed,€ 168.66,Woman,Sweater,Recycled Acrylic,18.1,3.5,15.0,55.0,20.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,168.66
646,Patagonia,Sweater Ribbed,€ 168.66,Woman,Sweater,Cashmere,81.9,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,168.66
647,H&M,Sweater Ribbed,€ 17.78,Man,Sweater,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,17.78
648,Penneys,Jumper Cropped,€ 21.51,Woman,Jumper,Recycled Polyester,86.7,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,21.51
648,Penneys,Jumper Cropped,€ 21.51,Woman,Jumper,Organic Cotton,13.3,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,21.51
649,Patagonia,Jumper Regular Fit,€ 171.02,Man,Jumper,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,,0.0,171.02
650,Zara,Jumper Oversized,€ 37.37,Woman,Jumper,Recycled Polyester,58.3,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,37.37
650,Zara,Jumper Oversized,€ 37.37,Woman,Jumper,Wool,41.7,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,37.37
651,Patagonia,Tshirt Slim Fit,€ 58.90,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,58.9
652,H&M,Jacket Ribbed,€ 32.30,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,32.3
653,Penneys,Jumper Textured,€ 15.81,Woman,Jumper,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,15.81
654,Patagonia,Jumper Cropped,€ 230.73,Man,Jumper,Recycled Polyester,69.8,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,230.73
654,Patagonia,Jumper Cropped,€ 230.73,Man,Jumper,Recycled Acrylic,30.2,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,230.73
655,Penneys,Jacket Cropped,€ 23.09,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,23.09
656,H&M,Sweater Asymmetric,€ 17.77,Man,Sweater,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,17.77
657,H&M,Jumper Ribbed,€ 39.53,Woman,Jumper,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Oeko-Tex 100,0.1,,0.0,39.53
658,Zara,Sweater Oversized,€ 55.92,Man,Sweater,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,55.92
659,Patagonia,Tshirt Slim Fit,€ 66.94,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,66.94
660,Patagonia,Tshirt Asymmetric,€ 52.58,Woman,Tshirt,Organic Cotton,63.7,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,Bluesign,0.2,52.58
660,Patagonia,Tshirt Asymmetric,€ 52.58,Woman,Tshirt,Lyocell,36.3,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,Bluesign,0.2,52.58
661,Zara,Jacket Ribbed,€ 110.00,Woman,Jacket,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,110.0
662,Patagonia,Sweater Slim Fit,€ 166.58,Woman,Sweater,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,Fair Trade,0.2,,0.0,166.58
663,Zara,Sweater Slim Fit,€ 43.15,Man,Sweater,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,BCI Cotton,0.05,,0.0,43.15
664,Patagonia,Sweater Regular Fit,€ 119.79,Man,Sweater,Cotton,57.3,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,,0.0,119.79
664,Patagonia,Sweater Regular Fit,€ 119.79,Man,Sweater,Recycled Acrylic,42.7,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,,0.0,119.79
665,H&M,Jumper Oversized,€ 22.11,Woman,Jumper,Cashmere,8.5,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,22.11
665,H&M,Jumper Oversized,€ 22.11,Woman,Jumper,Elastane,4.9,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,22.11
665,H&M,Jumper Oversized,€ 22.11,Woman,Jumper,Organic Cotton,86.6,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,22.11
666,H&M,Tshirt Oversized,€ 13.62,Man,Tshirt,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,13.62
